,Unnamed: 0,Source,Target,Weight
348061,348061,33-2011.01,53-5021.02,0.00719244449247
348073,348073,33-2011.01,53-7011.00,0.00555084656287
348280,348280,33-2011.02,47-2031.02,0.00552773808738
348283,348283,33-2011.02,47-2043.00,0.00687558173237
348480,348480,33-2011.02,51-9111.00,0.00393776015374
348497,348497,33-2011.02,51-9199.01,0.00700989830983
348516,348516,33-2011.02,53-4013.00,0.0059936487924
348721,348721,33-2021.01,45-2011.00,0.00554017213456
348774,348774,33-2021.01,47-4011.00,0.00471102313275
350388,350388,33-3012.00,33-3021.05,0.00547975299664
350392,350392,33-3012.00,33-3051.01,0.00608064817429
350394,350394,33-3012.00,33-3052.00,0.00710786320128
350796,350796,33-3012.00,53-2031.00,0.00608590359245
350842,350842,33-3021.01,33-3021.03,0.00430445494302
350843,350843,33-3021.01,33-3021.05,0.00588209247716
351297,351297,33-3021.02,33-3021.05,0.00602852353765
351311,351311,33-3021.02,33-9099.02,0.00535869294163
351320,351320,33-3021.02,35-3011.00,0.00700446030349
351434,351434,33-3021.02,43-5071.00,0.00549172082048
351750,351750,33-3021.03,33-3021.05,0.00427900406306
351756,351756,33-3021.03,33-3052.00,0.00647862804922
351758,351758,33-3021.03,33-9021.00,0.00711156901413
351861,351861,33-3021.03,43-4031.03,0.00707522863083
351925,351925,33-3021.03,45-4023.00,0.00707821904646
352207,352207,33-3021.05,33-3051.03,0.00708927428626
352208,352208,33-3021.05,33-3052.00,0.00554493606191
352210,352210,33-3021.05,33-9021.00,0.00597683498579
353275,353275,33-3031.00,45-4011.00,0.00638719557459
353461,353461,33-3031.00,51-8012.00,0.0071832249201
353534,353534,33-3031.00,53-6041.00,0.0066097082591
353687,353687,33-3041.00,43-5053.00,0.00535964722548
354006,354006,33-3051.01,33-3052.00,0.0066510886665
354453,354453,33-3051.03,33-3052.00,0.00668005527791
354907,354907,33-3052.00,33-9099.02,0.00684760025437
355023,355023,33-3052.00,43-5031.00,0.00464981218336
355068,355068,33-3052.00,45-4023.00,0.00676628583966
355294,355294,33-3052.00,53-1021.00,0.00562228269912
355299,355299,33-3052.00,53-2021.00,0.00692617810426
355300,355300,33-3052.00,53-2022.00,0.0051279742383
355399,355399,33-9011.00,39-5094.00,0.00512585832778
355405,355405,33-9011.00,39-9011.01,0.00667179156183
355468,355468,33-9011.00,43-5031.00,0.00695812390071
355477,355477,33-9011.00,43-5081.02,0.00701946629954
355869,355869,33-9021.00,41-4011.07,0.00618504204187
355899,355899,33-9021.00,43-4071.00,0.00681242845355
358324,358324,33-9093.00,51-6011.00,0.00674358498077
358396,358396,33-9093.00,53-3011.00,0.00639583966627
358448,358448,33-9099.02,35-3011.00,0.00694296362298
358562,358562,33-9099.02,43-5071.00,0.00646090269926
358826,358826,33-9099.02,53-1021.00,0.00697495048538
358827,358827,33-9099.02,53-1021.01,0.00484839411793
358882,358882,35-1011.00,35-2014.00,0.006696116262
358894,358894,35-1011.00,37-1011.00,0.00468524911392
358895,358895,35-1011.00,37-1012.00,0.00530955699173
359039,359039,35-1011.00,47-1011.03,0.00703312863925
359341,359341,35-1012.00,39-1021.01,0.0045425959249
359370,359370,35-1012.00,41-1011.00,0.002930952053
359699,359699,35-1012.00,53-1021.00,0.00713751085886
359700,359700,35-1012.00,53-1021.01,0.00636247808691
359768,359768,35-2011.00,37-2012.00,0.00655982889082
359870,359870,35-2011.00,43-5071.00,0.00672713033451
359908,359908,35-2011.00,45-4023.00,0.00598233892973
359917,359917,35-2011.00,47-2042.00,0.00719187243028
360035,360035,35-2011.00,51-3021.00,0.00620641309565
360187,360187,35-2012.00,35-2014.00,0.00672209321056
360509,360509,35-2012.00,51-6051.00,0.00547977792873
361065,361065,35-2014.00,37-1012.00,0.00616113504716
361330,361330,35-2014.00,51-2091.00,0.00683944515011
361488,361488,35-2015.00,35-3022.00,0.00565203049925
361928,361928,35-2021.00,37-2012.00,0.00654184683533
362093,362093,35-2021.00,47-2142.00,0.00661568612791
362346,362346,35-3011.00,35-3021.00,0.00468693515817
362347,362347,35-3011.00,35-3022.00,0.00557862729004
362384,362384,35-3011.00,39-6011.00,0.00576817059777
362398,362398,35-3011.00,41-2021.00,0.00671615108656
362797,362797,35-3021.00,39-3012.00,0.00670689094376
363223,363223,35-3022.00,39-3011.00,0.00420212090904
363224,363224,35-3022.00,39-3012.00,0.00671804238786
364091,364091,35-3031.00,39-6012.00,0.00698924749155
364481,364481,35-3041.00,35-9011.00,0.00521093919036
364487,364487,35-3041.00,37-2012.00,0.00446539196163
364910,364910,35-9011.00,37-2012.00,0.00462114162751
364937,364937,35-9011.00,39-6011.00,0.00582938662683
365452,365452,35-9021.00,43-9071.00,0.00643805052073
365487,365487,35-9021.00,47-2071.00,0.00713744443857
365494,365494,35-9021.00,47-2131.00,0.00675648696964
365515,365515,35-9021.00,47-4031.00,0.00518394655965
365517,365517,35-9021.00,47-4051.00,0.00684016706503
365519,365519,35-9021.00,47-4071.00,0.00645558342657
365529,365529,35-9021.00,47-5042.00,0.0056205811652
365530,365530,35-9021.00,47-5051.00,0.00690098069371
365561,365561,35-9021.00,49-3093.00,0.00718306107929
365632,365632,35-9021.00,51-5112.00,0.0070340945495
365681,365681,35-9021.00,51-9122.00,0.00632294500039
365695,365695,35-9021.00,51-9198.00,0.00616080128636
365696,365696,35-9021.00,51-9199.01,0.00448579852216
365719,365719,35-9021.00,53-5011.00,0.00587558297642
365741,365741,35-9021.00,53-7062.00,0.00644437920234
365749,365749,35-9021.00,53-7121.00,0.00663037885052
366171,366171,37-1011.00,37-1012.00,0.00619831246542
366734,366734,37-1012.00,47-1011.03,0.00502692286027
366848,366848,37-1012.00,51-1011.00,0.00665281009599
366861,366861,37-1012.00,51-3023.00,0.00589890302096
366957,366957,37-1012.00,53-1011.00,0.00447338782919
367188,367188,37-2011.00,47-3014.00,0.00643986148933
367360,367360,37-2011.00,51-9123.00,0.00628584475908
367861,367861,37-2021.00,39-4011.00,0.00669666900889
367968,367968,37-2021.00,45-1011.06,0.00702087370333
367969,367969,37-2021.00,45-1011.07,0.00718498674216
367980,367980,37-2021.00,45-4011.00,0.00520116205039
367984,367984,37-2021.00,47-1011.00,0.00636438680561
367988,367988,37-2021.00,47-2022.00,0.00415773529913
368231,368231,37-2021.00,53-5021.01,0.00696050958957
368261,368261,37-3011.00,37-3012.00,0.0066492692383
368392,368392,37-3011.00,45-2093.00,0.00651438617909
368408,368408,37-3011.00,47-2043.00,0.00567035617348
368552,368552,37-3011.00,51-4122.00,0.0050723123211
368622,368622,37-3011.00,51-9199.01,0.00675745895808
368649,368649,37-3011.00,53-5022.00,0.00646926700572
368661,368661,37-3011.00,53-7031.00,0.00699448163414
368676,368676,37-3012.00,37-3013.00,0.00696043247448
368806,368806,37-3012.00,45-2093.00,0.00542538568959
368822,368822,37-3012.00,47-2043.00,0.00572869671328
368856,368856,37-3012.00,47-4041.00,0.00622027963242
368870,368870,37-3012.00,47-5051.00,0.00710218554787
368966,368966,37-3012.00,51-4122.00,0.00569422019809
369005,369005,37-3012.00,51-9021.00,0.00693366343622
369059,369059,37-3012.00,53-5011.00,0.00712993000844
369060,369060,37-3012.00,53-5021.01,0.00566298873964
369061,369061,37-3012.00,53-5021.02,0.0065678558773
369063,369063,37-3012.00,53-5022.00,0.00676872738628
369219,369219,37-3013.00,45-2093.00,0.00314369840544
369220,369220,37-3013.00,45-3011.00,0.00616289468356
369235,369235,37-3013.00,47-2043.00,0.00523870701634
369269,369269,37-3013.00,47-4041.00,0.00623077400675
369277,369277,37-3013.00,47-5012.00,0.00600908054237
369379,369379,37-3013.00,51-4122.00,0.00714731051522
369418,369418,37-3013.00,51-9021.00,0.00692172597246
369449,369449,37-3013.00,51-9199.01,0.00681909913824
369472,369472,37-3013.00,53-5011.00,0.00671373237557
369474,369474,37-3013.00,53-5021.02,0.00521888666536
369476,369476,37-3013.00,53-5022.00,0.00578665435662
369488,369488,37-3013.00,53-7031.00,0.00713463787173
370326,370326,39-1021.00,39-1021.01,0.00654806312469
370379,370379,39-1021.00,43-1011.00,0.00678397822054
370684,370684,39-1021.00,53-1021.00,0.00464453946991
370685,370685,39-1021.00,53-1021.01,0.00568548876193
370764,370764,39-1021.01,41-1011.00,0.00535064389097
371093,371093,39-1021.01,53-1021.00,0.0070526182353
371094,371094,39-1021.01,53-1021.01,0.00415236720782
371567,371567,39-2021.00,39-5093.00,0.00674396142737
371979,371979,39-3011.00,39-9011.00,0.00499788120506
372393,372393,39-3012.00,41-2012.00,0.00594349166983
372456,372456,39-3012.00,43-5081.01,0.00697526820887
372988,372988,39-3021.00,49-9012.00,0.00630431766462
372995,372995,39-3021.00,49-9045.00,0.00514545207932
373033,373033,39-3021.00,51-4022.00,0.00689414548137
373036,373036,39-3021.00,51-4032.00,0.00697775622388
373068,373068,39-3021.00,51-6063.00,0.00419544130239
373070,373070,39-3021.00,51-6091.00,0.00559774907643
373105,373105,39-3021.00,51-9121.00,0.00657789497084
373135,373135,39-3021.00,53-3032.00,0.00624668022868
373560,373560,39-3031.00,53-6061.00,0.0068477595274
377160,377160,39-5092.00,39-5093.00,0.00717037585149
377900,377900,39-5093.00,53-2031.00,0.00692239002236
378681,378681,39-6011.00,53-2031.00,0.00673911227783
378702,378702,39-6011.00,53-6021.00,0.00699453705402
378708,378708,39-6011.00,53-6061.00,0.00684081179937
378760,378760,39-6012.00,43-2021.00,0.005745805861
378780,378780,39-6012.00,43-4081.00,0.00711647313296
379148,379148,39-7011.00,43-2021.00,0.00679070007062
379513,379513,39-7012.00,41-2021.00,0.00689823613225
379516,379516,39-7012.00,41-3011.00,0.00481149174238
379523,379523,39-7012.00,41-4011.00,0.00446154805068
379524,379524,39-7012.00,41-4011.07,0.0068734438106
381428,381428,39-9032.00,39-9041.00,0.00654892554856
382519,382519,41-1011.00,53-1021.00,0.00699224081824
382625,382625,41-1012.00,43-5011.01,0.00707273149732
382981,382981,41-2011.00,43-3071.00,0.00493916783606
383782,383782,41-2021.00,43-9061.00,0.00477871304027
384464,384464,41-2031.00,41-4011.07,0.0039785998757
384465,384465,41-2031.00,41-4012.00,0.00648058223548
384468,384468,41-2031.00,41-9021.00,0.00666898843997
384469,384469,41-2031.00,41-9022.00,0.0048892365352
384836,384836,41-3011.00,41-4011.00,0.00576233107083
384837,384837,41-3011.00,41-4011.07,0.00664446908761
384838,384838,41-3011.00,41-4012.00,0.00685205397045
384842,384842,41-3011.00,41-9022.00,0.00603225607449
385243,385243,41-3021.00,43-4131.00,0.00611943862924
385246,385246,41-3021.00,43-4161.00,0.00461283964187
385575,385575,41-3031.01,41-3031.02,0.00369466331047
385576,385576,41-3031.01,41-3031.03,0.00630040951522
385578,385578,41-3031.01,41-3099.01,0.00685794887325
386317,386317,41-3031.03,41-3099.01,0.00361129368905
386334,386334,41-3031.03,43-3031.00,0.00569437329043
386360,386360,41-3031.03,43-5011.01,0.00694725936532
386384,386384,41-3031.03,43-9041.02,0.00653551629123
387119,387119,41-3099.01,43-9041.02,0.0070335432235
387420,387420,41-4011.00,41-4011.07,0.00588914083063
387421,387421,41-4011.00,41-4012.00,0.00680787185074
387786,387786,41-4011.07,41-4012.00,0.00715031077113
387789,387789,41-4011.07,41-9021.00,0.00544834454325
387790,387790,41-4011.07,41-9022.00,0.00454595275573
387791,387791,41-4011.07,41-9031.00,0.00606751788955
387824,387824,41-4011.07,43-4181.00,0.00622936059195
387825,387825,41-4011.07,43-5011.00,0.00700758752641
387836,387836,41-4011.07,43-5081.01,0.00632026339582
389240,389240,41-9021.00,41-9022.00,0.005113204487
391069,391069,43-1011.00,43-5032.00,0.00715957638252
392104,392104,43-3011.00,43-3051.00,0.00705382923243
392121,392121,43-3011.00,43-4131.00,0.00719908994303
392122,392122,43-3011.00,43-4141.00,0.00589997107829
392825,392825,43-3021.02,43-4141.00,0.00688157300332
392854,392854,43-3021.02,43-9041.01,0.00465388042951
393157,393157,43-3031.00,43-3051.00,0.00607709944122
393158,393158,43-3031.00,43-3061.00,0.00692016538866
393160,393160,43-3031.00,43-4011.00,0.00497800343248
393181,393181,43-3031.00,43-5011.01,0.00523162763851
393205,393205,43-3031.00,43-9041.02,0.00483944383423
393508,393508,43-3041.00,43-3071.00,0.00476475649513
393857,393857,43-3051.00,43-4011.00,0.00577779311617
393871,393871,43-3051.00,43-4131.00,0.00683985779148
393872,393872,43-3051.00,43-4141.00,0.00573726383593
393901,393901,43-3051.00,43-9041.01,0.00562738886317
394207,394207,43-3061.00,43-4031.02,0.00662557270579
394249,394249,43-3061.00,43-9041.02,0.00593765551883
394565,394565,43-3071.00,43-4141.00,0.00575446761803
394594,394594,43-3071.00,43-9041.01,0.00629702357021
394916,394916,43-4011.00,43-5011.01,0.00712516467762
394940,394940,43-4011.00,43-9041.02,0.00542990862323
395619,395619,43-4031.01,43-6012.00,0.00703264302342
395969,395969,43-4031.02,43-9041.02,0.00719835587681
396614,396614,43-4041.01,43-4061.00,0.00711375231319
396953,396953,43-4041.02,43-4061.00,0.00650638005833
397293,397293,43-4051.00,43-4081.00,0.00646734895503
397294,397294,43-4051.00,43-4111.00,0.00512632921742
397296,397296,43-4051.00,43-4131.00,0.00675138917984
397297,397297,43-4051.00,43-4141.00,0.00485522380488
397299,397299,43-4051.00,43-4161.00,0.00655651699284
397301,397301,43-4051.00,43-4181.00,0.00415311502933
398639,398639,43-4081.00,43-4141.00,0.00351937349078
398643,398643,43-4081.00,43-4181.00,0.00400624252831
398660,398660,43-4081.00,43-6011.00,0.00716141608132
398972,398972,43-4111.00,43-4141.00,0.00697606767176
398974,398974,43-4111.00,43-4161.00,0.00625206029388
398976,398976,43-4111.00,43-4181.00,0.00527331645752
399635,399635,43-4131.00,43-4141.00,0.00557990845004
399637,399637,43-4131.00,43-4161.00,0.00643131482496
399639,399639,43-4131.00,43-4181.00,0.00655401212309
399969,399969,43-4141.00,43-4181.00,0.00412108333225
399994,399994,43-4141.00,43-9041.01,0.00507043508526
401296,401296,43-4181.00,43-6011.00,0.00673503373006
401609,401609,43-5011.00,43-5032.00,0.00494072863845
402540,402540,43-5021.00,53-3041.00,0.00700645315881
402854,402854,43-5031.00,53-2022.00,0.00565272379339
402855,402855,43-5031.00,53-2031.00,0.0065747126695
403243,403243,43-5041.00,43-9071.00,0.00301458701029
403423,403423,43-5041.00,51-5112.00,0.00657633027538
403469,403469,43-5041.00,51-9083.00,0.00513613549323
403475,403475,43-5041.00,51-9151.00,0.00610065878922
403486,403486,43-5041.00,51-9198.00,0.0067086478884
404760,404760,43-5061.00,53-1021.01,0.00660838221726
404814,404814,43-5071.00,43-5081.04,0.00699546710244
404848,404848,43-5071.00,45-4023.00,0.00639860346942
405119,405119,43-5071.00,53-7064.00,0.00453111645215
405395,405395,43-5081.01,53-2031.00,0.00662669960999
407001,407001,43-6012.00,43-9041.01,0.00618707286756
410023,410023,43-9051.00,53-7064.00,0.00644252594111
410390,410390,43-9071.00,47-4031.00,0.00574468798054
410400,410400,43-9071.00,47-5013.00,0.00714888537472
410499,410499,43-9071.00,51-4121.06,0.00621070870016
410502,410502,43-9071.00,51-4191.00,0.00701451585726
410507,410507,43-9071.00,51-5112.00,0.00513223792433
410536,410536,43-9071.00,51-8093.00,0.00704364395908
410553,410553,43-9071.00,51-9083.00,0.00702159448755
410556,410556,43-9071.00,51-9122.00,0.00615000183862
410559,410559,43-9071.00,51-9151.00,0.00711874128142
410562,410562,43-9071.00,51-9193.00,0.00635942650382
410570,410570,43-9071.00,51-9198.00,0.00593569772236
410571,410571,43-9071.00,51-9199.01,0.00666535843318
410616,410616,43-9071.00,53-7062.00,0.00628829886769
410620,410620,43-9071.00,53-7072.00,0.00620958830663
410624,410624,43-9071.00,53-7121.00,0.00587868350296
411530,411530,45-1011.05,47-2022.00,0.00636953698626
411547,411547,45-1011.05,47-2131.00,0.00652397635474
411568,411568,45-1011.05,47-4031.00,0.00476482707492
411587,411587,45-1011.05,49-1011.00,0.00690025022848
411700,411700,45-1011.05,51-6093.00,0.00690221987276
411702,411702,45-1011.05,51-7021.00,0.00471512820238
411803,411803,45-1011.06,45-1011.07,0.00399930362259
411804,411804,45-1011.06,45-1011.08,0.00187756796633
411818,411818,45-1011.06,47-1011.00,0.0056100760772
411933,411933,45-1011.06,51-1011.00,0.00707117240536
412065,412065,45-1011.06,53-5021.01,0.00696793185166
412095,412095,45-1011.07,45-1011.08,0.00529886802054
412105,412105,45-1011.07,45-4011.00,0.00684721593168
412109,412109,45-1011.07,47-1011.00,0.00666584249935
412170,412170,45-1011.07,49-1011.00,0.00584896220514
412356,412356,45-1011.07,53-5021.01,0.00438731660828
412399,412399,45-1011.08,47-1011.00,0.00709639413053
412728,412728,45-2011.00,47-4011.00,0.00365511955347
412946,412946,45-2011.00,53-6051.08,0.00682240465062
414112,414112,45-2092.02,45-3011.00,0.00654812871035
414395,414395,45-2093.00,45-3011.00,0.00504185828899
414396,414396,45-2093.00,45-3021.00,0.00700011403926
414410,414410,45-2093.00,47-2043.00,0.00540032524306
414438,414438,45-2093.00,47-3014.00,0.00713978950296
414444,414444,45-2093.00,47-4041.00,0.00628929685461
414452,414452,45-2093.00,47-5012.00,0.00671497481391
414458,414458,45-2093.00,47-5051.00,0.00642378093297
414573,414573,45-2093.00,51-6091.00,0.0062314957731
414586,414586,45-2093.00,51-8031.00,0.00654319363743
414609,414609,45-2093.00,51-9122.00,0.00660213772055
414612,414612,45-2093.00,51-9151.00,0.00707773411255
414624,414624,45-2093.00,51-9199.01,0.00550969120587
414647,414647,45-2093.00,53-5011.00,0.00487766788406
414651,414651,45-2093.00,53-5022.00,0.00582601750274
414652,414652,45-2093.00,53-5031.00,0.00634051748313
414666,414666,45-2093.00,53-7041.00,0.00685960853213
414733,414733,45-3011.00,47-5011.00,0.00668890980069
414734,414734,45-3011.00,47-5012.00,0.00663470175378
414855,414855,45-3011.00,51-6091.00,0.0063321222035
414933,414933,45-3011.00,53-5022.00,0.00682335878013
414948,414948,45-3011.00,53-7041.00,0.00625292741563
414966,414966,45-3021.00,47-2011.00,0.00510916652638
415028,415028,45-3021.00,49-2021.01,0.00710296292616
415032,415032,45-3021.00,49-2093.00,0.0067872023389
415034,415034,45-3021.00,49-2095.00,0.00614181557288
415043,415043,45-3021.00,49-3031.00,0.00660071659369
415049,415049,45-3021.00,49-3053.00,0.0056590651443
415051,415051,45-3021.00,49-3092.00,0.00657521789445
415054,415054,45-3021.00,49-9012.00,0.00385789031038
415069,415069,45-3021.00,49-9081.00,0.00654174248533
415071,415071,45-3021.00,49-9092.00,0.00534030501545
415083,415083,45-3021.00,51-2023.00,0.00711316238792
415084,415084,45-3021.00,51-2031.00,0.00657637723726
415102,415102,45-3021.00,51-4032.00,0.00715481150829
415104,415104,45-3021.00,51-4034.00,0.00697084650225
415117,415117,45-3021.00,51-4122.00,0.0071248561299
415120,415120,45-3021.00,51-4193.00,0.00541215438487
415132,415132,45-3021.00,51-6061.00,0.00682491967445
415143,415143,45-3021.00,51-7041.00,0.00678004560797
415147,415147,45-3021.00,51-8013.00,0.00670207661379
415148,415148,45-3021.00,51-8021.00,0.00593785835656
415149,415149,45-3021.00,51-8031.00,0.0066476980662
415171,415171,45-3021.00,51-9121.00,0.00684678319838
415174,415174,45-3021.00,51-9141.00,0.00603768847411
415215,415215,45-3021.00,53-5031.00,0.00500776347444
415221,415221,45-3021.00,53-6051.07,0.00711998349278
415224,415224,45-3021.00,53-7011.00,0.00638167153916
415244,415244,45-4011.00,47-1011.00,0.00676347612434
415248,415248,45-4011.00,47-2022.00,0.00615659944275
415298,415298,45-4011.00,47-5031.00,0.00712043565166
415426,415426,45-4011.00,51-8012.00,0.00648697672468
415460,415460,45-4011.00,51-9195.03,0.00678693358263
415468,415468,45-4011.00,53-1011.00,0.00639394493897
415491,415491,45-4011.00,53-5021.01,0.00440742735603
415846,415846,45-4022.00,47-4061.00,0.00570365659708
415851,415851,45-4022.00,47-5011.00,0.0046442629436
415944,415944,45-4022.00,51-4051.00,0.00375146417517
415955,415955,45-4022.00,51-4191.00,0.00705041374249
415972,415972,45-4022.00,51-6064.00,0.00709461333896
415973,415973,45-4022.00,51-6091.00,0.00550320949914
415986,415986,45-4022.00,51-8031.00,0.00570770097693
415990,415990,45-4022.00,51-8099.03,0.00620159839269
415993,415993,45-4022.00,51-9021.00,0.00576840103569
416008,416008,45-4022.00,51-9121.00,0.00465241321551
416015,416015,45-4022.00,51-9193.00,0.00657246379774
416047,416047,45-4022.00,53-5011.00,0.00716317989669
416051,416051,45-4022.00,53-5022.00,0.00597450333255
416072,416072,45-4022.00,53-7071.00,0.00675878621093
416086,416086,45-4023.00,47-2042.00,0.00711277327832
416308,416308,45-4023.00,53-2021.00,0.00672355401822
416336,416336,45-4023.00,53-6051.08,0.00543772719913
416358,416358,47-1011.00,47-2022.00,0.00352212911318
416364,416364,47-1011.00,47-2044.00,0.00606083509392
416377,416377,47-1011.00,47-2141.00,0.00680627375578
416469,416469,47-1011.00,51-1011.00,0.00462977406695
416570,416570,47-1011.00,51-9195.03,0.00671095175944
416578,416578,47-1011.00,53-1011.00,0.00662142382404
416690,416690,47-1011.03,49-1011.00,0.00427600339974
416930,416930,47-2011.00,47-2152.02,0.00579035386806
416977,416977,47-2011.00,49-3011.00,0.00668156680038
416980,416980,47-2011.00,49-3023.01,0.00673348983388
416982,416982,47-2011.00,49-3031.00,0.00630995197298
416993,416993,47-2011.00,49-9012.00,0.00643443973655
417010,417010,47-2011.00,49-9092.00,0.00672420739675
417041,417041,47-2011.00,51-4032.00,0.00511609594672
417071,417071,47-2011.00,51-6061.00,0.00699408388642
417087,417087,47-2011.00,51-8021.00,0.0068894937191
417110,417110,47-2011.00,51-9121.00,0.00647858628366
417181,417181,47-2021.00,47-2031.01,0.0065401209671
417183,417183,47-2021.00,47-2041.00,0.00476201872008
417186,417186,47-2021.00,47-2044.00,0.00559891183541
417188,417188,47-2021.00,47-2053.00,0.00363637469966
417197,417197,47-2021.00,47-2131.00,0.00674337294954
417205,417205,47-2021.00,47-2171.00,0.00493504199119
417210,417210,47-2021.00,47-3011.00,0.0069189862321
417218,417218,47-2021.00,47-4031.00,0.0058013243097
417327,417327,47-2021.00,51-4121.06,0.00544754834026
417350,417350,47-2021.00,51-6093.00,0.00500245432633
417352,417352,47-2021.00,51-7021.00,0.00647808580422
417378,417378,47-2021.00,51-9071.07,0.00611436721499
417392,417392,47-2021.00,51-9195.03,0.00664392944073
417398,417398,47-2021.00,51-9198.00,0.00697598468476
417454,417454,47-2022.00,47-2031.02,0.00694512717799
417455,417455,47-2022.00,47-2041.00,0.00641717475743
417458,417458,47-2022.00,47-2044.00,0.00281182772639
417469,417469,47-2022.00,47-2131.00,0.00619374229515
417490,417490,47-2022.00,47-4031.00,0.00593805185626
417495,417495,47-2022.00,47-4091.00,0.00579196441279
417502,417502,47-2022.00,47-5031.00,0.0062380618269
417622,417622,47-2022.00,51-6093.00,0.0058002861043
417624,417624,47-2022.00,51-7021.00,0.00682780893588
417650,417650,47-2022.00,51-9071.07,0.00697992743794
417672,417672,47-2022.00,53-1011.00,0.00579167673465
417695,417695,47-2022.00,53-5021.01,0.00558684188333
417731,417731,47-2031.01,47-2053.00,0.0057298587773
417736,417736,47-2031.01,47-2081.00,0.00378110643623
417746,417746,47-2031.01,47-2152.02,0.00533405320867
417750,417750,47-2031.01,47-2211.00,0.00494662022435
417752,417752,47-2031.01,47-2231.00,0.00645484456927
417753,417753,47-2031.01,47-3011.00,0.00695347487039
417754,417754,47-2031.01,47-3012.00,0.00566007812239
417757,417757,47-2031.01,47-3015.00,0.0063914633654
417829,417829,47-2031.01,49-9095.00,0.00659601238449
417837,417837,47-2031.01,51-2022.00,0.00621035621395
417860,417860,47-2031.01,51-4035.00,0.00557815569388
417870,417870,47-2031.01,51-4121.06,0.00502424811079
417893,417893,47-2031.01,51-6093.00,0.00504784952113
417935,417935,47-2031.01,51-9195.03,0.00692158116629
417996,417996,47-2031.02,47-2041.00,0.00613990067373
417999,417999,47-2031.02,47-2044.00,0.00537263575882
418010,418010,47-2031.02,47-2131.00,0.00618516175371
418015,418015,47-2031.02,47-2152.01,0.00512639548997
418231,418231,47-2031.02,53-4013.00,0.00657804247852
418257,418257,47-2031.02,53-7062.00,0.00574247442543
418268,418268,47-2041.00,47-2044.00,0.00349619491423
418269,418269,47-2041.00,47-2051.00,0.00572734419944
418270,418270,47-2041.00,47-2053.00,0.00666194496552
418279,418279,47-2041.00,47-2131.00,0.00579432702051
418286,418286,47-2041.00,47-2161.00,0.00583320512973
418287,418287,47-2041.00,47-2171.00,0.00498518824965
418288,418288,47-2041.00,47-2181.00,0.00680963803754
418409,418409,47-2041.00,51-4121.06,0.00644812375826
418432,418432,47-2041.00,51-6093.00,0.00551997002013
418550,418550,47-2042.00,47-2142.00,0.00593301480855
418825,418825,47-2043.00,47-2221.00,0.00696786906742
418836,418836,47-2043.00,47-4041.00,0.006659290742
418850,418850,47-2043.00,47-5051.00,0.00342487398251
418928,418928,47-2043.00,51-4022.00,0.00690250619581
418945,418945,47-2043.00,51-4121.07,0.0064730596691
418946,418946,47-2043.00,51-4122.00,0.00466688234852
418999,418999,47-2043.00,51-9111.00,0.00651386401455
419004,419004,47-2043.00,51-9151.00,0.00508348161938
419012,419012,47-2043.00,51-9195.07,0.006695698362
419013,419013,47-2043.00,51-9196.00,0.0070111798416
419015,419015,47-2043.00,51-9198.00,0.00682302989763
419016,419016,47-2043.00,51-9199.01,0.00325057343067
419034,419034,47-2043.00,53-4012.00,0.00644839888933
419035,419035,47-2043.00,53-4013.00,0.00555977001988
419041,419041,47-2043.00,53-5021.02,0.00536013881631
419043,419043,47-2043.00,53-5022.00,0.00665007466231
419061,419061,47-2043.00,53-7062.00,0.00621374928579
419080,419080,47-2044.00,47-2131.00,0.0038444486316
419088,419088,47-2044.00,47-2171.00,0.00709275867931
419101,419101,47-2044.00,47-4031.00,0.00500086450111
419106,419106,47-2044.00,47-4091.00,0.00653981884554
419210,419210,47-2044.00,51-4121.06,0.00614220138321
419226,419226,47-2044.00,51-6052.00,0.00696263309566
419233,419233,47-2044.00,51-6093.00,0.00528795437087
419261,419261,47-2044.00,51-9071.07,0.00591571033732
419348,419348,47-2051.00,47-2142.00,0.00709815207951
419352,419352,47-2051.00,47-2161.00,0.00680700898445
419353,419353,47-2051.00,47-2171.00,0.00578660911253
419354,419354,47-2051.00,47-2181.00,0.00718894881701
419617,419617,47-2053.00,47-2171.00,0.00537808072498
419622,419622,47-2053.00,47-3011.00,0.00578492913011
419630,419630,47-2053.00,47-4031.00,0.0059998930799
419739,419739,47-2053.00,51-4121.06,0.006578296978
419762,419762,47-2053.00,51-6093.00,0.00508728306374
419764,419764,47-2053.00,51-7021.00,0.00602156452745
419790,419790,47-2053.00,51-9071.07,0.00611187232019
419796,419796,47-2053.00,51-9122.00,0.00574320443689
419810,419810,47-2053.00,51-9198.00,0.00629311430471
419868,419868,47-2061.00,47-2081.00,0.00578719295152
419941,419941,47-2061.00,49-9012.00,0.00684682939473
420004,420004,47-2061.00,51-4122.00,0.0063046018996
420129,420129,47-2071.00,47-2073.00,0.00472096300423
420138,420138,47-2071.00,47-2151.00,0.00654516347014
420147,420147,47-2071.00,47-3011.00,0.00497060364475
420155,420155,47-2071.00,47-4031.00,0.00643037045092
420157,420157,47-2071.00,47-4051.00,0.00529212041862
420158,420158,47-2071.00,47-4061.00,0.00212599275882
420159,420159,47-2071.00,47-4071.00,0.0043963583535
420166,420166,47-2071.00,47-5021.00,0.00505061300022
420169,420169,47-2071.00,47-5042.00,0.00318387935045
420170,420170,47-2071.00,47-5051.00,0.00712192482946
420171,420171,47-2071.00,47-5061.00,0.00556814821909
