,Unnamed: 0,Source,Target,Weight
58501,58501,13-1041.06,31-9092.00,0.00584936951294
58522,58522,13-1041.06,33-3021.03,0.00646191058845
58980,58980,13-1041.07,13-1081.00,0.00604890307989
58988,58988,13-1041.07,13-1161.00,0.00657315438888
58993,58993,13-1041.07,13-1199.05,0.00615925624188
58996,58996,13-1041.07,13-2011.02,0.00418591519388
59032,59032,13-1041.07,15-1199.08,0.00625975620824
59034,59034,13-1041.07,15-1199.10,0.00663586474008
59140,59140,13-1041.07,19-3022.00,0.00564350902778
59147,59147,13-1041.07,19-3051.00,0.00634448607272
59242,59242,13-1041.07,25-4011.00,0.00699148534353
60766,60766,13-1071.00,13-1199.03,0.00633303991116
60782,60782,13-1071.00,13-2072.00,0.00431870002139
60783,60783,13-1071.00,13-2081.00,0.00539528849978
60786,60786,13-1071.00,13-2099.04,0.00596886804444
60956,60956,13-1071.00,21-1094.00,0.00669018820447
60964,60964,13-1071.00,23-2011.00,0.00606159086304
61055,61055,13-1071.00,27-3021.00,0.00586748108885
61291,61291,13-1071.00,43-3051.00,0.00560713495748
61302,61302,13-1071.00,43-4051.03,0.00632327396451
61305,61305,13-1071.00,43-4081.00,0.00690780106451
61309,61309,13-1071.00,43-4141.00,0.00690770237102
61312,61312,13-1071.00,43-4171.00,0.00656878090508
62079,62079,13-1074.00,33-3052.00,0.00699917515694
62475,62475,13-1074.00,53-1021.01,0.00695958994076
62531,62531,13-1075.00,13-1131.00,0.00616850528496
62728,62728,13-1075.00,21-2011.00,0.00707814114156
63418,63418,13-1081.00,13-1161.00,0.00601897399175
63426,63426,13-1081.00,13-2011.02,0.00411609503677
63577,63577,13-1081.00,19-3051.00,0.0071139562707
64340,64340,13-1081.01,15-1199.02,0.00716658664669
65187,65187,13-1081.02,13-1199.04,0.00598622521451
65188,65188,13-1081.02,13-1199.05,0.00561922931491
65249,65249,13-1081.02,17-2051.01,0.00472231479454
65259,65259,13-1081.02,17-2112.00,0.00566300545842
65280,65280,13-1081.02,17-3011.01,0.00704927587683
66077,66077,13-1111.00,13-2051.00,0.00712979618158
66079,66079,13-1111.00,13-2053.00,0.00717545159045
67216,67216,13-1121.00,27-1025.00,0.00650770756152
67222,67222,13-1121.00,27-2012.03,0.00697874632676
68312,68312,13-1131.00,39-7012.00,0.00557553521593
68333,68333,13-1131.00,41-4011.00,0.00614691836945
68701,68701,13-1141.00,13-1161.00,0.00250549161219
68708,68708,13-1141.00,13-2011.01,0.00606765604825
68709,68709,13-1141.00,13-2011.02,0.00421429347455
68742,68742,13-1141.00,15-1199.04,0.00686997111277
68845,68845,13-1141.00,19-2041.01,0.00666883059194
68847,68847,13-1141.00,19-2041.03,0.00672032930726
68853,68853,13-1141.00,19-3022.00,0.00556029963391
68857,68857,13-1141.00,19-3032.00,0.00620365205257
68860,68860,13-1141.00,19-3051.00,0.00251220384519
68866,68866,13-1141.00,19-3099.01,0.00676697579642
68919,68919,13-1141.00,25-1063.00,0.00461027723026
69768,69768,13-1151.00,21-1091.00,0.00601207602454
69773,69773,13-1151.00,21-2021.00,0.00678603906643
69782,69782,13-1151.00,25-1011.00,0.00629905258188
69785,69785,13-1151.00,25-1031.00,0.00445618800024
69804,69804,13-1151.00,25-1082.00,0.00545898421375
69807,69807,13-1151.00,25-1113.00,0.00508073622645
69808,69808,13-1151.00,25-1121.00,0.00615808597301
69809,69809,13-1151.00,25-1122.00,0.00480114389328
69815,69815,13-1151.00,25-1192.00,0.00686701584441
69816,69816,13-1151.00,25-1193.00,0.00674250423354
69827,69827,13-1151.00,25-2054.00,0.00567514369961
69835,69835,13-1151.00,25-4021.00,0.00500846829479
70462,70462,13-1161.00,13-2011.02,0.0030240815525
70495,70495,13-1161.00,15-1199.04,0.00567047211307
70498,70498,13-1161.00,15-1199.08,0.00680234433392
70600,70600,13-1161.00,19-2041.03,0.00599047115477
70603,70603,13-1161.00,19-2099.01,0.00677557276223
70606,70606,13-1161.00,19-3022.00,0.00374657094708
70610,70610,13-1161.00,19-3032.00,0.00500270678682
70613,70613,13-1161.00,19-3051.00,0.00295857204399
70619,70619,13-1161.00,19-3099.01,0.00524869264192
71391,71391,13-1199.01,17-2021.00,0.00648883395287
71416,71416,13-1199.01,17-2199.01,0.00570703163216
71417,71417,13-1199.01,17-2199.02,0.00435367355139
71418,71418,13-1199.01,17-2199.03,0.0049897689589
71424,71424,13-1199.01,17-2199.10,0.00626133481327
71432,71432,13-1199.01,17-3022.00,0.0040704815588
71451,71451,13-1199.01,19-1011.00,0.00647694857027
71456,71456,13-1199.01,19-1022.00,0.00650612267717
71461,71461,13-1199.01,19-1031.01,0.00378151872258
71462,71462,13-1199.01,19-1031.02,0.00679647854188
71471,71471,13-1199.01,19-2032.00,0.00615416715658
71472,71472,13-1199.01,19-2041.00,0.00618718967677
71474,71474,13-1199.01,19-2041.02,0.00687469821489
71499,71499,13-1199.01,19-4041.01,0.00708074379329
71644,71644,13-1199.01,29-1061.00,0.00665216874866
71718,71718,13-1199.01,29-9012.00,0.00592046207952
71969,71969,13-1199.01,47-4011.00,0.00569763269683
72184,72184,13-1199.01,53-6041.00,0.00486320728067
72238,72238,13-1199.02,15-1143.01,0.0068472984067
72273,72273,13-1199.02,17-2072.01,0.00575209589177
73602,73602,13-1199.03,43-3031.00,0.00579117956826
73607,73607,13-1199.03,43-4011.00,0.00579796794717
73628,73628,13-1199.03,43-5011.01,0.00440819971084
73652,73652,13-1199.03,43-9041.02,0.00530662366627
73654,73654,13-1199.03,43-9061.00,0.00675334644861
73953,73953,13-1199.04,13-1199.05,0.00562287987003
74863,74863,13-1199.05,15-1199.08,0.00717772557424
74877,74877,13-1199.05,17-1021.00,0.00542325829166
74895,74895,13-1199.05,17-2112.00,0.00568603166403
74971,74971,13-1199.05,19-3022.00,0.00712801909679
75074,75074,13-1199.05,25-4012.00,0.00660235892442
76265,76265,13-1199.06,43-9041.02,0.00697843834305
76566,76566,13-2011.01,13-2011.02,0.0069950567898
76569,76569,13-2011.01,13-2031.00,0.00319315451047
76571,76571,13-2011.01,13-2051.00,0.00271172182207
76573,76573,13-2011.01,13-2053.00,0.0047431983712
77470,77470,13-2011.02,15-1199.08,0.005359176227
77475,77475,13-2011.02,15-2011.00,0.00658182965568
77578,77578,13-2011.02,19-3022.00,0.00332771940774
77582,77582,13-2011.02,19-3032.00,0.00668739762431
77585,77585,13-2011.02,19-3051.00,0.00270189361297
77591,77591,13-2011.02,19-3099.01,0.00585241547644
78717,78717,13-2021.01,33-3021.05,0.00662436524968
78731,78731,13-2021.01,33-9099.02,0.00717038678072
78808,78808,13-2021.01,41-9021.00,0.00543726404847
80037,80037,13-2031.00,13-2051.00,0.00590527044844
81766,81766,13-2051.00,13-2053.00,0.00459824461608
81895,81895,13-2051.00,19-2041.01,0.00705548634305
83118,83118,13-2052.00,41-3031.01,0.00631742593646
83119,83119,13-2052.00,41-3031.02,0.00708197740711
83618,83618,13-2053.00,19-2041.01,0.00641376222759
83649,83649,13-2053.00,19-4061.01,0.00717350370283
83672,83672,13-2053.00,23-1021.00,0.00428021322206
83979,83979,13-2053.00,41-3031.01,0.00551085951767
86246,86246,13-2071.01,21-2021.00,0.00711583072019
86311,86311,13-2071.01,25-9021.00,0.00680295822349
86462,86462,13-2071.01,33-1012.00,0.00700989278316
86928,86928,13-2072.00,13-2081.00,0.00334518219144
86929,86929,13-2072.00,13-2082.00,0.00509758436821
87415,87415,13-2072.00,41-3031.03,0.00636212075462
87434,87434,13-2072.00,43-3031.00,0.00700380219984
87436,87436,13-2072.00,43-3051.00,0.00623053400427
87437,87437,13-2072.00,43-3061.00,0.00680444410414
87454,87454,13-2072.00,43-4141.00,0.00561287618939
87785,87785,13-2081.00,13-2082.00,0.0025563709249
88270,88270,13-2081.00,41-3031.02,0.00542682908904
88271,88271,13-2081.00,41-3031.03,0.00588463989289
88290,88290,13-2081.00,43-3031.00,0.00589506092344
88293,88293,13-2081.00,43-3061.00,0.00596728364293
88295,88295,13-2081.00,43-4011.00,0.00675690339607
89148,89148,13-2082.00,43-3061.00,0.00579632877374
89517,89517,13-2099.02,15-1199.08,0.0056370013346
89519,89519,13-2099.02,15-1199.10,0.00714336470815
89982,89982,13-2099.02,41-3099.01,0.00682693395672
90618,90618,13-2099.04,27-3021.00,0.0068190049588
90623,90623,13-2099.04,27-3043.04,0.00715452075613
92058,92058,15-1121.00,15-1132.00,0.00387462488172
92060,92060,15-1121.00,15-1134.00,0.00598430327871
92061,92061,15-1121.00,15-1141.00,0.00507958917805
92069,92069,15-1121.00,15-1199.03,0.00681930122506
92911,92911,15-1121.01,15-1141.00,0.00568243151916
92922,92922,15-1121.01,15-1199.06,0.00651531368102
92956,92956,15-1121.01,17-2112.01,0.00656970892639
92980,92980,15-1121.01,17-3013.00,0.00542053457188
93768,93768,15-1122.00,15-1199.03,0.00628266211662
93801,93801,15-1122.00,17-2111.01,0.00715514054481
94116,94116,15-1122.00,29-9011.00,0.00715160517698
96313,96313,15-1133.00,15-1199.08,0.00682289558032
96323,96323,15-1133.00,15-2041.02,0.00649086692266
97146,97146,15-1134.00,15-1141.00,0.00470752460589
97154,97154,15-1134.00,15-1199.03,0.00714964345164
98001,98001,15-1141.00,15-1199.06,0.00691312865837
98059,98059,15-1141.00,17-3013.00,0.00601455983047
98835,98835,15-1142.00,15-1143.00,0.00558892742196
98894,98894,15-1142.00,17-2199.08,0.00642491782196
98914,98914,15-1142.00,17-3029.03,0.00684935245277
98917,98917,15-1142.00,17-3029.06,0.00602323899984
98919,98919,15-1142.00,17-3029.08,0.00718627288112
99706,99706,15-1143.00,17-2031.00,0.00686310851492
99712,99712,15-1143.00,17-2072.00,0.00527010799376
99713,99713,15-1143.00,17-2072.01,0.00621449969595
99733,99733,15-1143.00,17-2199.04,0.0050797415986
99735,99735,15-1143.00,17-2199.07,0.00535169124261
99759,99759,15-1143.00,17-3029.06,0.00600964245954
100554,100554,15-1143.01,17-2072.01,0.0064509616238
101394,101394,15-1151.00,17-2072.01,0.00505671265728
101504,101504,15-1151.00,19-4099.02,0.00630449184782
102268,102268,15-1152.00,17-3023.03,0.00619943245173
102276,102276,15-1152.00,17-3029.03,0.0049265580901
102281,102281,15-1152.00,17-3029.08,0.00495343581792
102464,102464,15-1152.00,27-4012.00,0.00585056828233
102835,102835,15-1152.00,49-2097.00,0.00719575005764
102836,102836,15-1152.00,49-2098.00,0.00589402463575
103905,103905,15-1199.02,17-2061.00,0.00571065134797
105655,105655,15-1199.04,19-2041.03,0.00505777960209
105658,105658,15-1199.04,19-2099.01,0.005123693796
105665,105665,15-1199.04,19-3032.00,0.00709112560243
105669,105669,15-1199.04,19-3091.01,0.00701879700647
106386,106386,15-1199.05,15-1199.06,0.00500078489444
108054,108054,15-1199.08,15-1199.10,0.00426901286932
108062,108062,15-1199.08,15-2041.02,0.00635717450643
108159,108159,15-1199.08,19-3011.01,0.00689121149922
108160,108160,15-1199.08,19-3022.00,0.00508262623087
109094,109094,15-1199.09,25-4012.00,0.00488840572121
109115,109115,15-1199.09,27-2012.01,0.00450900619955
109336,109336,15-1199.09,41-1012.00,0.00672375710616
109391,109391,15-1199.09,43-5011.01,0.00705085195151
109716,109716,15-1199.10,15-1199.11,0.00689548121599
109717,109717,15-1199.10,15-1199.12,0.00445085835144
113031,113031,15-2021.00,15-2041.00,0.00351720200616
113032,113032,15-2021.00,15-2041.01,0.00487534187086
114681,114681,15-2041.00,15-2041.01,0.00261537190154
116370,116370,15-2041.02,17-3011.01,0.00484493206317
117971,117971,17-1011.00,17-1012.00,0.00505186394095
117980,117980,17-1011.00,17-2051.01,0.00588786655391
118011,118011,17-1011.00,17-3011.01,0.00666570428253
118822,118822,17-1012.00,17-2199.03,0.00496508611887
118836,118836,17-1012.00,17-3022.00,0.00573763032716
118865,118865,17-1012.00,19-1031.01,0.00588139179398
118866,118866,17-1012.00,19-1031.02,0.00473143260473
119144,119144,17-1012.00,33-1012.00,0.00718496719662
120428,120428,17-1022.00,17-1022.01,0.00463297873755
120476,120476,17-1022.00,17-3025.00,0.00491252714984
120488,120488,17-1022.00,17-3031.01,0.00598662073945
120535,120535,17-1022.00,19-4011.02,0.00694726543232
120544,120544,17-1022.00,19-4091.00,0.00596572514318
120545,120545,17-1022.00,19-4092.00,0.00646230508522
120546,120546,17-1022.00,19-4093.00,0.00625657240499
120549,120549,17-1022.00,19-4099.03,0.0064648775937
120708,120708,17-1022.00,29-1124.00,0.00633858819285
120728,120728,17-1022.00,29-2011.00,0.00643116545602
120745,120745,17-1022.00,29-2056.00,0.0060798650732
120780,120780,17-1022.00,33-1021.01,0.00646801486233
120952,120952,17-1022.00,45-1011.06,0.00617334525217
120964,120964,17-1022.00,45-4011.00,0.00708340843903
121362,121362,17-1022.01,19-4093.00,0.00516324272343
121365,121365,17-1022.01,19-4099.03,0.00350824958167
122071,122071,17-2011.00,17-2081.01,0.0063888250724
122078,122078,17-2011.00,17-2121.02,0.00372075645094
122877,122877,17-2021.00,17-2041.00,0.00710166955051
122885,122885,17-2021.00,17-2081.01,0.00311312642986
122887,122887,17-2021.00,17-2111.02,0.00546250425337
122893,122893,17-2021.00,17-2131.00,0.00392768869211
122896,122896,17-2021.00,17-2141.02,0.00426053917841
122897,122897,17-2021.00,17-2151.00,0.006852357982
122899,122899,17-2021.00,17-2171.00,0.00619879667982
122900,122900,17-2021.00,17-2199.01,0.00409908245442
122902,122902,17-2021.00,17-2199.03,0.00529519457949
122904,122904,17-2021.00,17-2199.05,0.00512251640433
122908,122908,17-2021.00,17-2199.10,0.00378898273921
122942,122942,17-2021.00,19-1029.01,0.00647714918854
122945,122945,17-2021.00,19-1031.01,0.00690527196468
122950,122950,17-2021.00,19-1042.00,0.00687047130909
122956,122956,17-2021.00,19-2041.00,0.00649724737572
122958,122958,17-2021.00,19-2041.02,0.00380494172721
123693,123693,17-2031.00,17-2061.00,0.00574037450761
123707,123707,17-2031.00,17-2141.00,0.0039067018878
123718,123718,17-2031.00,17-2199.07,0.00688661293905
124510,124510,17-2041.00,17-2081.01,0.0053952584843
124512,124512,17-2041.00,17-2111.02,0.0041200451184
126131,126131,17-2051.01,17-2081.01,0.00640763920989
126135,126135,17-2051.01,17-2112.00,0.00696430209168
126156,126156,17-2051.01,17-3011.01,0.0053299635314
126936,126936,17-2061.00,17-2071.00,0.00674759573827
127761,127761,17-2071.00,17-2161.00,0.00555244014457
128565,128565,17-2072.00,17-2141.01,0.00298923630583
128573,128573,17-2072.00,17-2199.04,0.00661375813629
128575,128575,17-2072.00,17-2199.07,0.0027387148733
128587,128587,17-2072.00,17-3023.01,0.00400352394821
128588,128588,17-2072.00,17-3023.03,0.0067548960234
128591,128591,17-2072.00,17-3025.00,0.00541049524833
128595,128595,17-2072.00,17-3029.02,0.00623771472012
128597,128597,17-2072.00,17-3029.04,0.00718424272633
128598,128598,17-2072.00,17-3029.05,0.00596979591066
128599,128599,17-2072.00,17-3029.06,0.00554842214553
128600,128600,17-2072.00,17-3029.07,0.0058014755355
128654,128654,17-2072.00,19-4041.02,0.00658270725577
128664,128664,17-2072.00,19-4099.03,0.00713778565615
129404,129404,17-2072.01,17-3029.05,0.0065498863146
130170,130170,17-2081.00,17-2112.00,0.00631282814087
130180,130180,17-2081.00,17-2171.00,0.00565254019663
130182,130182,17-2081.00,17-2199.02,0.00708476604695
130183,130183,17-2081.00,17-2199.03,0.00575698746176
130197,130197,17-2081.00,17-3022.00,0.00667444653633
130216,130216,17-2081.00,19-1011.00,0.00528817756464
130217,130217,17-2081.00,19-1012.00,0.00679526840148
130222,130222,17-2081.00,19-1023.00,0.00422475587974
130225,130225,17-2081.00,19-1029.03,0.00497485294627
130226,130226,17-2081.00,19-1031.01,0.00547340757776
130227,130227,17-2081.00,19-1031.02,0.00647968325489
130231,130231,17-2081.00,19-1042.00,0.00646308467356
130237,130237,17-2081.00,19-2041.00,0.00456240058749
130239,130239,17-2081.00,19-2041.02,0.00425708202824
130407,130407,17-2081.00,29-1041.00,0.00488306113571
130409,130409,17-2081.00,29-1061.00,0.00713018118318
130415,130415,17-2081.00,29-1067.00,0.00713968479271
130420,130420,17-2081.00,29-1069.05,0.00494866991253
130421,130421,17-2081.00,29-1069.06,0.00570416246695
130423,130423,17-2081.00,29-1069.08,0.00515083607597
130425,130425,17-2081.00,29-1069.10,0.00709369027856
130426,130426,17-2081.00,29-1069.11,0.00643086203986
130430,130430,17-2081.00,29-1081.00,0.00697223471619
130440,130440,17-2081.00,29-1128.00,0.0065865069932
130441,130441,17-2081.00,29-1131.00,0.00683683420928
130734,130734,17-2081.00,47-4011.00,0.00718352715133
130972,130972,17-2081.01,17-2111.02,0.00424679386952
130975,130975,17-2081.01,17-2112.01,0.00581898245853
130977,130977,17-2081.01,17-2121.02,0.006134131535
130978,130978,17-2081.01,17-2131.00,0.0022708726999
130981,130981,17-2081.01,17-2141.02,0.00197172772776
130982,130982,17-2081.01,17-2151.00,0.00457714053169
130985,130985,17-2081.01,17-2199.01,0.00504100110247
130987,130987,17-2081.01,17-2199.03,0.00444107319496
130989,130989,17-2081.01,17-2199.05,0.00479958974518
130993,130993,17-2081.01,17-2199.10,0.00258966168911
130999,130999,17-2081.01,17-3013.00,0.00692766514944
131030,131030,17-2081.01,19-1031.01,0.00709096159678
131035,131035,17-2081.01,19-1042.00,0.00665355898478
131037,131037,17-2081.01,19-2012.00,0.00713266660534
131041,131041,17-2081.01,19-2041.00,0.00603659911023
131043,131043,17-2081.01,19-2041.02,0.00495972509138
131045,131045,17-2081.01,19-2042.00,0.00714757110828
131072,131072,17-2081.01,19-4061.00,0.00690747975805
131166,131166,17-2081.01,27-1021.00,0.00708011078492
132581,132581,17-2111.02,17-2121.01,0.00630863689089
132583,132583,17-2111.02,17-2131.00,0.0040898624896
132586,132586,17-2111.02,17-2141.02,0.00617431611935
132587,132587,17-2111.02,17-2151.00,0.00661167437378
132590,132590,17-2111.02,17-2199.01,0.00642128980816
132594,132594,17-2111.02,17-2199.05,0.00668423973917
132598,132598,17-2111.02,17-2199.10,0.00638093155766
132648,132648,17-2111.02,19-2041.02,0.00672803029219
134190,134190,17-2112.00,17-2171.00,0.00651718887603
134207,134207,17-2112.00,17-3022.00,0.00612054916039
134249,134249,17-2112.00,19-2041.02,0.00643195437075
134476,134476,17-2112.00,29-2051.00,0.00624400944504
134477,134477,17-2112.00,29-2052.00,0.00667505246965
134664,134664,17-2112.00,43-5061.00,0.00508313185742
134986,134986,17-2112.01,17-2141.02,0.00545559765787
135004,135004,17-2112.01,17-3013.00,0.00614158292718
135171,135171,17-2112.01,27-1021.00,0.0054269599844
135781,135781,17-2121.01,17-2131.00,0.00690090663575
135782,135782,17-2121.01,17-2141.00,0.00586584220757
136581,136581,17-2121.02,17-2141.02,0.00715600632994
136587,136587,17-2121.02,17-2199.03,0.00648804556639
136593,136593,17-2121.02,17-2199.10,0.00648762398381
136596,136596,17-2121.02,17-3011.02,0.00693007672427
136599,136599,17-2121.02,17-3013.00,0.00647618812143
137377,137377,17-2131.00,17-2141.02,0.00489439282381
137378,137378,17-2131.00,17-2151.00,0.00440029735658
137381,137381,17-2131.00,17-2199.01,0.00354365705669
137382,137382,17-2131.00,17-2199.02,0.00667151613182
137383,137383,17-2131.00,17-2199.03,0.00448799367006
137385,137385,17-2131.00,17-2199.05,0.00592377135232
137389,137389,17-2131.00,17-2199.10,0.00288861292599
137397,137397,17-2131.00,17-3022.00,0.00705058861183
137418,137418,17-2131.00,19-1013.00,0.00587531963731
137421,137421,17-2131.00,19-1022.00,0.00422325461339
137424,137424,17-2131.00,19-1029.02,0.00545498298863
137426,137426,17-2131.00,19-1031.01,0.0053290904151
137431,137431,17-2131.00,19-1042.00,0.0058209251376
137436,137436,17-2131.00,19-2032.00,0.00687828365944
137437,137437,17-2131.00,19-2041.00,0.00410143033942
137439,137439,17-2131.00,19-2041.02,0.00401243909744
137441,137441,17-2131.00,19-2042.00,0.00622432486355
137468,137468,17-2131.00,19-4061.00,0.00608630928574
138975,138975,17-2141.01,17-2199.07,0.00372934534177
138977,138977,17-2141.01,17-2199.09,0.00508143353453
138979,138979,17-2141.01,17-2199.11,0.0063148892294
138991,138991,17-2141.01,17-3025.00,0.0048165190539
138995,138995,17-2141.01,17-3029.02,0.00667512762371
139052,139052,17-2141.01,19-4031.00,0.00689182814918
139054,139054,17-2141.01,19-4041.02,0.00696697564004
139064,139064,17-2141.01,19-4099.03,0.00690839720844
139760,139760,17-2141.02,17-2151.00,0.00562691373287
139763,139763,17-2141.02,17-2199.01,0.00664116780856
139767,139767,17-2141.02,17-2199.05,0.00464861786672
139771,139771,17-2141.02,17-2199.10,0.00427471077951
139777,139777,17-2141.02,17-3013.00,0.00667900986496
140565,140565,17-2151.00,17-3011.01,0.00690561972887
140598,140598,17-2151.00,19-1029.02,0.00701153005279
142177,142177,17-2171.00,19-1023.00,0.00668679583436
142180,142180,17-2171.00,19-1029.03,0.00601276257276
142194,142194,17-2171.00,19-2041.02,0.00361855695786
142377,142377,17-2171.00,29-1069.07,0.006475881498
142926,142926,17-2199.01,17-2199.02,0.00435654733164
142927,142927,17-2199.01,17-2199.03,0.00455278338871
142929,142929,17-2199.01,17-2199.05,0.00714932819341
142933,142933,17-2199.01,17-2199.10,0.00335549692033
142962,142962,17-2199.01,19-1013.00,0.00372142314832
142964,142964,17-2199.01,19-1021.00,0.00671255554204
